customer_id,transaction_amount,transaction_date
ACC289,10,2017-01-08 18:40:25
ACC151,62,2017-01-24 19:10:15
ACC130,90,2017-03-25 14:59:55
ACC328,2,2017-05-31 18:46:34
ACC238,83,2017-02-05 11:06:39
ACC458,24,2017-01-09 12:00:04
ACC100,76,2017-04-04 08:02:34
ACC253,25,2017-02-21 03:02:54
ACC225,95,2017-05-02 15:15:12
ACC379,14,2017-02-28 09:24:45
ACC314,96,2017-03-18 16:00:24
ACC308,74,2017-04-16 18:03:45
ACC163,34,2017-04-11 00:55:23
ACC230,58,2017-03-22 00:19:31
ACC273,72,2017-01-23 03:09:41
ACC281,98,2017-03-20 09:07:59
ACC149,90,2017-03-24 06:46:09
ACC422,39,2017-05-12 12:34:38
ACC115,78,2017-05-15 05:32:53
ACC293,25,2017-03-12 04:14:59
ACC256,57,2017-01-27 23:16:38
ACC410,10,2017-02-17 12:05:37
ACC487,19,2017-02-09 10:46:47
ACC401,6,2017-03-13 15:44:37
ACC352,71,2017-02-24 23:03:57
ACC343,45,2017-02-14 22:54:54
ACC270,48,2017-02-09 16:24:39
ACC195,75,2017-02-08 05:47:55
ACC375,37,2017-03-05 05:56:36
ACC211,1,2017-01-03 00:06:52
ACC243,8,2017-02-04 16:18:47
ACC429,90,2017-01-24 05:17:22
ACC243,31,2017-01-17 04:21:46
ACC429,37,2017-03-05 12:32:48
ACC432,56,2017-04-12 05:16:49
ACC115,14,2017-02-27 02:47:07
ACC273,67,2017-02-25 02:15:16
ACC346,41,2017-02-04 03:00:23
ACC371,93,2017-05-27 22:58:40
ACC194,55,2017-04-04 09:10:39
ACC294,83,2017-02-26 01:13:49
ACC455,14,2017-04-13 01:00:09
ACC316,49,2017-01-07 14:48:51
ACC425,14,2017-03-18 16:24:12
ACC265,25,2017-05-09 05:16:37
ACC328,77,2017-03-24 21:49:07
ACC281,3,2017-02-01 23:41:46
ACC432,70,2017-01-02 11:10:46
ACC296,51,2017-05-15 09:54:20
ACC470,87,2017-02-03 15:59:41
ACC197,26,2017-04-13 09:22:58
ACC122,37,2017-01-06 04:40:57
ACC118,98,2017-03-01 01:30:33
ACC265,18,2017-02-18 10:25:49
ACC333,65,2017-01-30 00:24:49
ACC172,66,2017-03-01 11:04:03
ACC389,5,2017-01-20 23:26:35
ACC430,8,2017-02-23 21:19:38
ACC246,28,2017-01-26 22:14:25
ACC388,53,2017-03-13 07:58:20
ACC309,58,2017-03-26 07:30:58
ACC488,23,2017-04-06 06:35:15
ACC192,16,2017-05-01 07:57:28
ACC408,76,2017-03-28 01:00:06
ACC347,81,2017-05-16 18:19:33
ACC373,40,2017-05-02 12:03:47
ACC131,24,2017-05-19 07:19:28
ACC457,84,2017-02-07 10:52:49
ACC193,11,2017-01-10 03:56:24
ACC273,64,2017-02-28 17:24:32
ACC125,10,2017-04-16 11:29:32
ACC417,55,2017-01-04 17:17:47
ACC114,10,2017-03-26 00:03:32
ACC486,63,2017-01-14 08:44:47
ACC144,87,2017-04-09 06:08:42
ACC366,10,2017-03-28 12:22:33
ACC271,6,2017-03-08 04:40:37
ACC119,44,2017-01-24 11:57:51
ACC131,58,2017-03-03 02:43:13
ACC278,39,2017-01-15 04:25:27
ACC443,97,2017-03-06 09:17:27
ACC228,38,2017-04-30 07:58:16
ACC191,70,2017-04-28 10:05:40
ACC116,8,2017-02-23 04:30:10
ACC198,44,2017-03-10 05:06:55
ACC390,9,2017-03-12 04:25:36
ACC253,28,2017-05-23 11:19:28
ACC434,97,2017-04-05 05:56:36
ACC223,27,2017-04-15 01:52:03
ACC114,16,2017-04-20 02:53:09
ACC162,58,2017-04-20 13:56:03
ACC278,94,2017-01-11 12:33:38
ACC346,42,2017-01-23 15:22:01
ACC181,88,2017-02-13 18:51:54
ACC330,11,2017-01-03 00:05:41
ACC387,85,2017-01-19 12:08:46
ACC277,68,2017-02-07 07:39:52
ACC303,62,2017-03-25 19:43:21
ACC179,80,2017-04-19 08:10:22
ACC252,96,2017-05-04 21:08:49
ACC112,53,2017-03-01 21:37:05
ACC213,34,2017-02-04 06:11:50
ACC443,21,2017-01-01 11:50:10
ACC139,90,2017-04-22 10:36:58
ACC142,56,2017-02-19 23:45:43
ACC132,28,2017-02-20 10:08:45
ACC128,68,2017-04-29 19:30:06
ACC338,73,2017-02-24 04:46:24
ACC130,37,2017-01-22 11:47:42
ACC363,43,2017-01-05 03:35:45
ACC200,24,2017-03-25 10:30:14
ACC251,77,2017-01-15 03:01:39
ACC119,16,2017-03-21 10:10:22
ACC321,45,2017-01-03 08:26:44
ACC189,62,2017-05-02 00:03:02
ACC465,68,2017-04-06 03:01:53
ACC357,19,2017-02-24 11:04:59
ACC239,11,2017-03-05 02:13:16
ACC411,19,2017-04-14 19:43:55
ACC311,29,2017-02-12 14:39:27
ACC407,74,2017-04-23 22:54:38
ACC451,53,2017-04-15 02:10:08
ACC301,12,2017-03-21 04:12:38
ACC359,87,2017-04-28 04:28:43
ACC145,86,2017-02-15 15:04:42
ACC102,30,2017-01-04 05:27:46
ACC256,9,2017-05-15 08:29:57
ACC440,72,2017-03-13 16:24:03
ACC289,87,2017-02-05 04:43:00
ACC225,38,2017-04-30 21:32:54
ACC458,41,2017-02-28 14:58:44
ACC187,5,2017-03-21 20:54:01
ACC308,88,2017-03-05 13:47:28
ACC183,18,2017-05-24 12:21:59
ACC339,14,2017-05-26 22:58:16
ACC381,63,2017-02-02 21:31:09
ACC290,14,2017-01-05 13:49:00
ACC478,97,2017-04-22 22:14:13
ACC462,25,2017-03-16 12:20:37
ACC207,49,2017-04-26 02:08:56
ACC105,29,2017-01-16 22:38:20
ACC456,83,2017-01-15 03:29:46
ACC409,85,2017-04-25 19:49:42
ACC366,35,2017-05-18 06:34:32
ACC465,9,2017-05-18 23:25:36
ACC238,23,2017-05-19 00:44:02
ACC145,27,2017-02-01 00:03:51
ACC356,77,2017-04-09 02:04:06
ACC243,54,2017-05-24 04:35:36
ACC240,86,2017-01-03 04:43:39
ACC334,92,2017-02-04 01:37:25
ACC393,3,2017-05-25 18:16:22
ACC267,83,2017-05-05 15:47:50
ACC342,50,2017-01-23 22:53:41
ACC207,31,2017-03-19 15:40:00
ACC362,77,2017-05-03 23:12:06
ACC227,15,2017-02-24 04:45:47
ACC230,18,2017-03-19 13:52:30
ACC205,9,2017-03-05 18:46:06
ACC105,47,2017-05-11 13:20:30
ACC134,14,2017-01-17 18:07:12
ACC430,46,2017-03-15 14:51:20
ACC389,82,2017-03-06 01:50:48
ACC241,93,2017-05-01 13:24:25
ACC254,68,2017-02-07 15:24:55
ACC132,69,2017-01-30 12:56:20
ACC310,38,2017-02-23 04:30:48
ACC362,93,2017-03-27 03:38:27
ACC274,32,2017-04-27 01:29:41
ACC373,36,2017-01-31 02:49:53
ACC196,2,2017-03-28 22:39:39
ACC407,73,2017-01-26 22:25:08
ACC459,18,2017-01-17 14:23:07
ACC380,60,2017-05-25 17:23:54
ACC374,14,2017-02-06 09:09:17
ACC488,44,2017-01-26 21:10:25
ACC390,54,2017-01-10 23:05:18
ACC418,16,2017-01-29 17:18:45
ACC326,78,2017-02-26 21:03:26
ACC191,89,2017-02-25 19:25:45
ACC269,45,2017-03-01 17:36:24
ACC283,13,2017-04-06 03:15:04
ACC272,23,2017-05-28 15:49:13
ACC279,78,2017-02-21 01:01:36
ACC463,24,2017-04-18 18:06:37
ACC306,56,2017-03-29 10:41:08
ACC174,12,2017-02-05 03:27:08
ACC446,97,2017-01-11 11:58:33
ACC271,67,2017-02-08 22:01:51
ACC110,60,2017-04-08 10:47:30
ACC410,86,2017-05-30 15:57:51
ACC488,29,2017-02-11 22:48:10
ACC134,89,2017-03-13 12:20:46
ACC459,1,2017-02-16 05:10:38
ACC495,50,2017-01-01 11:35:52
ACC409,83,2017-05-06 22:01:29
ACC334,63,2017-05-17 01:39:21
ACC288,84,2017-03-21 01:16:50
ACC187,74,2017-04-03 13:04:15
ACC363,34,2017-02-17 00:39:53
ACC186,90,2017-02-16 07:51:18
ACC143,92,2017-03-03 12:26:54
ACC348,24,2017-01-11 08:00:54
ACC105,86,2017-04-24 07:06:13
ACC186,46,2017-03-21 14:16:07
ACC103,61,2017-04-23 07:48:19
ACC234,12,2017-05-20 06:04:55
ACC311,55,2017-04-16 03:22:49
ACC455,28,2017-03-13 05:28:21
ACC177,25,2017-05-26 11:21:13
ACC419,74,2017-02-20 05:20:12
ACC472,99,2017-04-21 11:36:22
ACC403,31,2017-03-30 23:02:20
ACC399,48,2017-01-08 15:43:25
ACC130,69,2017-03-26 08:19:37
ACC416,40,2017-01-05 19:14:04
ACC476,98,2017-01-11 07:00:51
ACC315,66,2017-04-18 08:31:40
ACC145,57,2017-01-30 17:23:31
ACC220,67,2017-02-25 18:20:11
ACC342,48,2017-02-08 04:49:57
ACC370,2,2017-02-02 19:06:32
ACC485,49,2017-05-07 07:45:04
ACC337,47,2017-05-29 09:26:30
ACC191,31,2017-01-09 23:04:46
ACC369,95,2017-05-16 04:55:45
ACC441,95,2017-05-23 22:02:18
ACC181,3,2017-02-08 20:10:51
ACC101,67,2017-03-26 11:05:01
ACC168,23,2017-01-13 01:38:01
ACC250,76,2017-02-13 07:12:30
ACC404,82,2017-02-17 07:15:29
ACC387,18,2017-04-12 09:02:44
ACC473,4,2017-01-18 07:20:44
ACC298,3,2017-03-27 21:43:57
ACC300,80,2017-03-28 21:38:01
ACC270,20,2017-01-20 12:47:12
ACC398,51,2017-04-13 19:08:09
ACC160,87,2017-01-10 10:31:23
ACC195,20,2017-02-09 00:38:00
ACC154,88,2017-04-09 02:47:45
ACC195,21,2017-03-20 15:36:25
ACC263,82,2017-01-10 22:17:33
ACC252,8,2017-02-21 19:07:36
ACC224,43,2017-02-08 20:25:35
ACC190,48,2017-03-19 17:47:37
ACC244,9,2017-05-05 10:46:46
ACC106,88,2017-04-23 00:18:34
ACC160,8,2017-05-25 10:00:48
ACC448,31,2017-05-28 11:25:45
ACC115,52,2017-03-15 14:27:50
ACC473,21,2017-05-05 12:58:43
ACC270,46,2017-04-07 17:49:49
ACC228,61,2017-02-28 03:39:57
ACC346,13,2017-01-14 14:14:41
ACC369,8,2017-02-13 04:29:57
ACC386,62,2017-02-26 12:13:31
ACC165,16,2017-05-14 05:23:41
ACC277,53,2017-02-23 11:24:04
ACC105,59,2017-05-09 00:00:14
ACC232,34,2017-03-02 06:55:29
ACC233,95,2017-02-09 21:33:17
ACC115,20,2017-03-30 22:51:27
ACC410,26,2017-01-31 23:24:25
ACC395,19,2017-04-29 19:29:16
ACC433,29,2017-02-10 08:20:30
ACC436,50,2017-04-19 05:26:56
ACC477,91,2017-03-18 10:26:08
ACC408,61,2017-03-14 13:24:15
ACC349,89,2017-04-23 23:53:18
ACC205,78,2017-02-23 17:31:51
ACC471,63,2017-02-21 06:29:10
ACC277,59,2017-04-17 21:32:17
ACC182,75,2017-01-04 02:44:25
ACC303,7,2017-05-05 17:16:17
ACC160,74,2017-01-10 04:29:44
ACC128,23,2017-05-01 03:15:59
ACC259,66,2017-02-27 17:42:53
ACC454,25,2017-01-26 16:09:32
ACC155,62,2017-04-06 06:56:04
ACC251,65,2017-03-16 20:15:16
ACC407,34,2017-03-29 09:01:05
ACC206,44,2017-02-26 18:58:37
ACC376,96,2017-04-28 21:39:15
ACC167,5,2017-03-02 03:16:12
ACC478,67,2017-05-19 16:07:56
ACC312,49,2017-02-27 10:54:00
ACC145,41,2017-01-31 06:37:34
ACC316,16,2017-02-24 03:55:36
ACC317,89,2017-03-30 06:44:50
ACC203,44,2017-02-12 21:07:55
ACC306,22,2017-02-02 02:57:05
ACC125,7,2017-02-22 02:17:46
ACC484,81,2017-05-22 06:19:50
ACC438,5,2017-05-07 18:22:52
ACC131,11,2017-02-26 20:17:49
ACC256,75,2017-01-27 11:01:26
ACC350,62,2017-03-09 08:29:44
ACC447,44,2017-01-18 16:42:08
ACC124,85,2017-05-04 04:55:52
ACC215,60,2017-04-02 07:02:33
ACC384,88,2017-05-30 05:27:04
ACC146,40,2017-03-31 02:01:14
ACC354,31,2017-02-25 08:47:49
ACC155,97,2017-02-14 09:05:36
ACC115,16,2017-04-01 17:30:21
ACC440,90,2017-03-24 18:01:28
ACC367,82,2017-02-05 18:49:15
ACC152,54,2017-03-12 00:02:14
ACC132,78,2017-02-23 17:45:01
ACC246,12,2017-04-09 12:04:11
ACC262,86,2017-02-06 10:23:32
ACC390,72,2017-02-11 14:58:59
ACC317,35,2017-02-17 05:37:35
ACC329,10,2017-05-18 11:02:21
ACC223,90,2017-05-06 16:41:17
ACC109,39,2017-03-16 17:29:37
ACC158,96,2017-02-26 21:04:57
ACC291,89,2017-01-17 12:52:24
ACC218,96,2017-04-07 21:54:51
ACC281,8,2017-03-25 05:01:10
ACC273,85,2017-05-03 11:46:51
ACC436,44,2017-01-22 20:02:56
ACC238,70,2017-01-25 13:52:44
ACC491,76,2017-02-05 10:41:40
ACC263,45,2017-05-29 05:49:51
ACC252,50,2017-04-19 10:57:05
ACC122,43,2017-04-28 08:05:48
ACC356,82,2017-03-28 03:08:11
ACC187,39,2017-03-20 07:06:17
ACC310,89,2017-03-12 14:39:54
ACC136,96,2017-03-19 02:38:02
ACC291,68,2017-03-05 05:41:20
ACC341,99,2017-02-04 21:56:33
ACC128,16,2017-04-04 15:00:06
ACC458,43,2017-01-15 21:39:12
ACC226,80,2017-05-02 12:30:58
ACC352,67,2017-03-31 15:18:24
ACC372,10,2017-03-31 21:09:42
ACC424,65,2017-03-29 03:46:30
ACC473,6,2017-03-30 20:43:11
ACC195,78,2017-01-02 23:23:11
ACC259,31,2017-04-20 23:28:47
ACC468,28,2017-03-20 22:36:30
ACC157,85,2017-05-01 03:05:15
ACC404,81,2017-02-05 05:23:50
ACC163,1,2017-05-08 02:04:40
ACC429,88,2017-01-09 16:42:26
ACC125,61,2017-04-22 12:36:58
ACC237,42,2017-03-14 20:47:27
ACC428,2,2017-03-16 21:56:31
ACC447,94,2017-02-23 08:43:48
ACC382,7,2017-05-11 08:32:49
ACC133,12,2017-01-27 10:58:52
ACC337,41,2017-05-03 23:49:39
ACC171,91,2017-04-26 21:49:29
ACC372,78,2017-04-03 22:50:24
ACC157,76,2017-03-07 07:56:07
ACC251,79,2017-04-19 15:09:55
ACC470,5,2017-04-02 04:51:23
ACC389,17,2017-04-01 15:38:03
ACC470,77,2017-03-09 18:48:44
ACC446,36,2017-02-02 21:12:24
ACC366,22,2017-02-01 15:28:27
ACC436,95,2017-05-14 10:33:43
ACC269,76,2017-03-08 22:36:07
ACC206,60,2017-02-03 08:46:20
ACC120,9,2017-03-10 16:03:53
ACC479,19,2017-01-18 14:21:42
ACC499,7,2017-02-05 19:10:54
ACC275,93,2017-03-16 07:03:07
ACC334,28,2017-05-31 05:58:31
ACC314,90,2017-05-29 06:28:36
ACC250,36,2017-03-14 09:39:01
ACC251,54,2017-03-06 17:02:24
ACC130,64,2017-02-11 18:50:59
ACC175,23,2017-03-09 23:02:39
ACC361,87,2017-03-14 16:44:35
ACC146,92,2017-04-26 04:05:36
ACC257,55,2017-03-20 19:10:27
ACC462,2,2017-01-23 12:18:05
ACC385,39,2017-05-22 15:28:47
ACC321,43,2017-03-04 22:35:46
ACC394,33,2017-02-12 15:59:24
ACC207,25,2017-01-18 13:24:15
ACC448,86,2017-01-09 01:41:19
ACC109,5,2017-02-07 22:37:14
ACC299,95,2017-03-11 11:46:42
ACC133,3,2017-05-04 16:03:51
ACC334,21,2017-03-06 21:18:18
ACC109,57,2017-04-23 09:57:07
ACC482,71,2017-04-10 21:35:49
ACC182,23,2017-04-06 02:40:32
ACC232,91,2017-05-18 22:32:30
ACC486,10,2017-03-14 15:18:31
ACC167,65,2017-01-31 07:28:43
ACC130,55,2017-05-28 08:49:17
ACC444,44,2017-04-20 02:37:09
ACC433,41,2017-02-26 15:15:32
ACC144,88,2017-02-03 23:04:01
ACC259,40,2017-04-18 11:16:59
ACC155,86,2017-05-11 00:53:28
ACC330,11,2017-02-26 02:11:32
ACC139,75,2017-05-02 18:36:17
ACC176,42,2017-01-01 15:10:57
ACC283,92,2017-04-21 06:07:27
ACC234,92,2017-04-21 17:17:47
ACC206,69,2017-05-07 03:50:57
ACC102,71,2017-01-03 13:37:16
ACC292,92,2017-04-02 15:26:23
ACC427,68,2017-05-08 05:34:00
ACC287,28,2017-05-17 20:12:58
ACC414,68,2017-04-24 18:49:27
ACC495,53,2017-04-27 15:42:59
ACC251,11,2017-01-03 11:28:27
ACC357,69,2017-02-27 00:41:51
ACC302,33,2017-02-28 23:31:24
ACC412,75,2017-01-03 04:45:58
ACC272,91,2017-02-15 10:35:42
ACC299,71,2017-04-30 05:46:55
ACC125,16,2017-04-27 15:42:41
ACC210,49,2017-03-26 02:57:28
ACC438,47,2017-02-18 07:37:25
ACC233,93,2017-02-02 22:03:06
ACC283,91,2017-01-31 14:40:45
ACC187,77,2017-01-01 07:47:56
ACC420,73,2017-04-26 10:41:34
ACC216,79,2017-02-16 14:26:07
ACC494,87,2017-03-12 12:41:07
ACC361,44,2017-05-05 06:28:55
ACC276,60,2017-01-14 03:54:39
ACC299,63,2017-04-14 09:46:13
ACC288,55,2017-04-25 11:17:37
ACC314,76,2017-01-11 18:04:25
ACC368,1,2017-01-03 13:49:38
ACC412,67,2017-01-07 02:06:43
ACC410,18,2017-02-03 11:27:22
ACC266,18,2017-01-05 18:32:42
ACC283,77,2017-02-14 03:12:34
ACC479,35,2017-02-22 23:58:47
ACC306,18,2017-04-14 16:50:02
ACC481,97,2017-04-11 20:57:51
ACC378,12,2017-01-08 23:48:08
ACC313,72,2017-05-12 16:57:28
ACC119,5,2017-01-17 09:24:46
ACC196,12,2017-04-22 13:06:45
ACC230,77,2017-05-17 02:55:07
ACC238,99,2017-05-28 16:20:18
ACC404,62,2017-05-19 11:56:27
ACC383,55,2017-03-15 19:23:35
ACC357,70,2017-04-12 13:27:09
ACC412,68,2017-03-25 02:32:35
ACC180,84,2017-01-18 22:05:28
ACC138,42,2017-01-19 11:42:03
ACC153,86,2017-01-05 19:28:57
ACC183,58,2017-03-30 22:38:01
ACC308,99,2017-01-31 12:08:23
ACC423,16,2017-02-28 10:13:52
ACC286,33,2017-02-25 18:05:20
ACC366,9,2017-04-09 10:38:35
ACC486,7,2017-05-10 06:01:58
ACC295,74,2017-04-27 02:01:52
ACC286,75,2017-05-30 08:37:21
ACC342,9,2017-05-27 22:57:24
ACC437,32,2017-05-16 04:18:14
ACC107,36,2017-04-05 10:57:03
ACC241,47,2017-03-27 02:22:21
ACC343,5,2017-04-02 23:43:15
ACC372,59,2017-05-09 15:05:16
ACC333,18,2017-02-23 00:55:13
ACC132,29,2017-03-03 03:59:10
ACC177,3,2017-01-30 08:48:24
ACC414,75,2017-02-07 13:40:27
ACC396,53,2017-02-12 14:47:36
ACC366,59,2017-05-04 17:36:55
ACC203,69,2017-03-13 05:06:46
ACC475,87,2017-03-04 16:28:01
ACC308,65,2017-03-31 02:14:47
ACC476,55,2017-05-16 19:27:57
ACC286,62,2017-05-05 18:07:20
ACC230,70,2017-05-11 08:09:46
ACC167,19,2017-05-06 11:28:26
ACC272,31,2017-03-22 03:34:52
ACC112,83,2017-02-21 16:15:08
ACC271,32,2017-02-07 04:28:33
ACC254,42,2017-04-18 03:20:08
ACC265,17,2017-02-27 21:52:07
ACC446,57,2017-03-02 08:15:15
ACC165,79,2017-01-17 11:10:09
ACC197,65,2017-05-17 02:38:04
ACC418,46,2017-05-16 00:31:52
ACC389,77,2017-05-29 00:02:24
ACC276,87,2017-03-08 20:07:12
ACC432,90,2017-02-05 22:38:17
ACC469,65,2017-04-24 16:18:39
ACC476,4,2017-04-22 19:21:16
ACC275,58,2017-02-09 12:09:15
ACC214,72,2017-05-23 03:17:33
ACC230,39,2017-05-12 10:04:58
ACC315,68,2017-01-30 07:18:21
ACC257,66,2017-05-12 19:24:26
ACC399,41,2017-03-26 21:07:49
ACC126,38,2017-03-02 01:19:57
ACC223,20,2017-02-01 22:24:28
ACC406,52,2017-01-30 18:02:03
ACC479,4,2017-02-21 07:24:33
ACC191,74,2017-02-25 12:23:51
ACC157,18,2017-01-20 15:23:43
ACC210,2,2017-03-28 05:35:06
ACC444,27,2017-04-19 06:11:35
ACC346,28,2017-01-19 06:34:37
ACC412,22,2017-03-12 07:16:04
ACC236,38,2017-05-22 20:10:02
ACC388,90,2017-05-06 11:25:55
ACC498,27,2017-04-20 12:04:33
ACC353,30,2017-01-25 12:25:35
ACC411,36,2017-03-04 16:48:20
ACC145,66,2017-01-30 13:07:19
ACC193,74,2017-02-06 08:10:36
ACC143,20,2017-02-23 21:00:12
ACC362,98,2017-05-03 01:52:21
ACC113,78,2017-01-29 00:29:24
ACC238,81,2017-02-26 19:04:34
ACC208,77,2017-03-01 04:17:55
ACC408,22,2017-01-01 19:05:15
ACC195,45,2017-02-20 20:26:52
ACC353,73,2017-05-23 10:06:49
ACC225,81,2017-03-09 22:30:29
ACC101,20,2017-04-27 15:23:19
ACC380,91,2017-04-17 09:07:49
ACC464,50,2017-01-28 23:27:22
ACC491,63,2017-01-05 16:01:38
ACC405,42,2017-03-14 16:07:50
ACC103,28,2017-04-10 12:26:23
ACC276,31,2017-01-18 11:34:39
ACC324,18,2017-01-23 09:38:12
ACC162,96,2017-03-13 05:09:41
ACC483,34,2017-05-24 06:16:33
ACC397,5,2017-02-19 17:42:20
ACC142,61,2017-05-11 09:32:45
ACC221,54,2017-05-18 01:45:46
ACC442,72,2017-05-22 12:27:15
ACC203,82,2017-01-14 05:02:36
ACC175,97,2017-05-28 07:51:00
ACC308,91,2017-03-15 08:43:34
ACC474,29,2017-02-27 22:56:04
ACC311,30,2017-02-21 11:05:34
ACC308,25,2017-02-06 16:05:15
ACC416,39,2017-02-01 08:20:34
ACC472,31,2017-01-02 20:10:53
ACC284,63,2017-04-19 19:54:06
ACC147,72,2017-01-04 00:02:23
ACC235,35,2017-01-12 23:38:01
ACC369,86,2017-05-08 16:31:52
ACC166,78,2017-03-15 11:57:08
ACC224,33,2017-01-15 06:27:36
ACC408,8,2017-05-01 18:23:51
ACC229,95,2017-02-21 15:11:58
ACC292,79,2017-05-13 04:47:23
ACC192,42,2017-01-21 19:14:43
ACC443,55,2017-03-11 17:47:47
ACC431,21,2017-02-26 18:35:37
ACC292,56,2017-01-03 03:18:07
ACC277,81,2017-01-05 01:47:04
ACC455,92,2017-03-28 12:50:04
ACC356,95,2017-05-30 10:08:19
ACC476,17,2017-05-09 09:31:36
ACC341,30,2017-02-08 12:15:45
ACC292,62,2017-01-13 11:22:13
ACC352,20,2017-01-20 20:44:21
ACC372,98,2017-02-08 00:01:27
ACC409,43,2017-04-05 02:36:48
ACC203,61,2017-01-03 01:11:08
ACC165,11,2017-02-15 02:08:47
ACC208,53,2017-02-24 03:27:26
ACC494,60,2017-02-20 06:56:59
ACC286,78,2017-04-20 20:52:18
ACC254,23,2017-03-19 23:40:40
ACC216,37,2017-02-03 03:55:45
ACC385,64,2017-01-06 22:41:23
ACC467,44,2017-05-22 11:26:36
ACC217,8,2017-01-05 11:20:46
ACC381,95,2017-05-10 09:29:09
ACC224,74,2017-03-03 17:20:43
ACC177,88,2017-05-02 21:25:49
ACC379,74,2017-03-12 10:48:06
ACC204,44,2017-03-20 13:33:28
ACC138,23,2017-01-26 00:52:34
ACC407,29,2017-01-16 06:58:56
ACC321,46,2017-05-22 01:56:43
ACC398,29,2017-04-01 01:11:52
ACC376,17,2017-02-17 15:16:03
ACC248,19,2017-01-31 03:56:10
ACC433,67,2017-03-19 06:49:15
ACC318,41,2017-03-27 21:00:40
ACC303,25,2017-03-02 16:43:17
ACC390,6,2017-02-21 13:38:35
ACC130,38,2017-04-08 23:40:27
ACC279,73,2017-03-30 03:59:17
ACC275,67,2017-01-14 14:42:44
ACC354,99,2017-04-17 03:17:43
ACC327,49,2017-03-11 09:46:54
ACC292,98,2017-01-24 01:52:24
ACC183,88,2017-05-05 20:35:00
ACC465,81,2017-04-21 13:10:34
ACC186,16,2017-04-13 20:20:49
ACC318,25,2017-04-17 17:44:39
ACC293,21,2017-03-22 23:06:59
ACC107,8,2017-04-17 19:23:40
ACC286,48,2017-05-31 17:29:46
ACC303,63,2017-02-02 03:45:11
ACC462,26,2017-05-10 22:48:00
ACC218,9,2017-04-26 01:48:34
ACC474,60,2017-04-05 09:45:01
ACC228,67,2017-03-29 08:56:14
ACC187,19,2017-05-14 02:11:15
ACC384,86,2017-04-16 16:58:50
ACC231,2,2017-02-14 12:04:34
ACC364,73,2017-01-20 08:41:51
ACC293,95,2017-01-03 19:03:31
ACC122,34,2017-02-23 20:35:34
ACC125,62,2017-01-12 05:34:41
ACC367,18,2017-01-19 17:18:35
ACC366,4,2017-05-15 00:00:57
ACC201,51,2017-04-02 03:51:27
ACC292,1,2017-03-26 09:24:36
ACC350,41,2017-03-25 18:31:22
ACC265,37,2017-04-10 15:45:05
ACC302,83,2017-02-06 06:24:47
ACC130,10,2017-04-15 06:47:28
ACC401,8,2017-01-27 03:50:26
ACC114,96,2017-01-15 13:28:12
ACC351,80,2017-05-15 18:57:29
ACC242,20,2017-04-20 02:41:38
ACC292,95,2017-01-21 16:46:55
ACC380,87,2017-05-28 01:59:30
ACC140,18,2017-03-05 14:39:25
ACC280,11,2017-02-01 10:08:56
ACC297,84,2017-05-04 22:31:20
ACC255,2,2017-02-03 12:56:05
ACC400,82,2017-04-19 02:42:08
ACC347,50,2017-04-20 01:06:25
ACC229,19,2017-05-11 03:45:51
ACC489,49,2017-02-19 23:52:25
ACC177,42,2017-02-17 15:03:26
ACC304,61,2017-01-04 01:56:26
ACC364,86,2017-04-29 04:19:27
ACC240,93,2017-05-27 07:55:02
ACC375,65,2017-04-06 13:30:56
ACC183,27,2017-02-10 13:31:20
ACC133,37,2017-02-26 20:19:59
ACC287,36,2017-04-17 10:55:35
ACC354,83,2017-02-22 05:45:17
ACC271,56,2017-02-27 14:41:52
ACC121,61,2017-04-27 00:05:19
ACC181,48,2017-05-02 14:44:28
ACC395,85,2017-01-02 11:11:55
ACC281,70,2017-04-25 09:11:31
ACC197,97,2017-05-17 16:36:10
ACC266,38,2017-03-27 21:10:53
ACC131,56,2017-04-19 16:17:09
ACC475,7,2017-01-02 04:18:51
ACC390,85,2017-03-20 22:06:54
ACC326,29,2017-04-02 03:16:52
ACC391,54,2017-01-20 19:37:36
ACC386,88,2017-04-23 20:42:42
ACC276,16,2017-01-09 05:21:54
ACC416,80,2017-04-13 08:14:53
ACC119,19,2017-05-20 02:06:49
ACC245,25,2017-02-19 06:55:32
ACC338,53,2017-01-17 00:35:56
ACC461,14,2017-02-14 21:11:39
ACC289,48,2017-01-16 01:03:30
ACC366,50,2017-05-02 16:20:18
ACC278,88,2017-02-05 02:16:52
ACC360,96,2017-03-10 08:23:49
ACC142,42,2017-01-21 12:50:15
ACC113,68,2017-02-18 08:49:53
ACC367,47,2017-02-27 14:22:01
ACC476,6,2017-05-19 05:50:42
ACC467,42,2017-04-02 03:06:29
ACC379,43,2017-01-11 06:08:35
ACC320,60,2017-05-05 05:36:51
ACC440,68,2017-04-19 01:43:29
ACC262,99,2017-04-17 16:24:49
ACC225,98,2017-03-11 10:10:16
ACC421,71,2017-05-01 03:47:17
ACC363,89,2017-05-10 12:42:41
ACC187,74,2017-02-28 00:48:09
ACC433,6,2017-04-28 22:51:43
ACC113,88,2017-02-07 13:45:52
ACC113,60,2017-01-21 21:05:19
ACC423,29,2017-04-20 06:41:34
ACC407,23,2017-05-10 15:33:24
ACC378,68,2017-05-17 17:10:24
ACC331,95,2017-02-20 08:36:01
ACC350,61,2017-05-27 04:35:24
ACC459,56,2017-02-10 09:44:19
ACC261,47,2017-03-05 00:20:35
